Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
456_2,20,RL,80.77575445045503,9602.130307151514,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,308.023945949338,TA,TA,CBlock,TA,TA,No,ALQ,926.0369187549683,Unf,0,327.1580822831625,1253.1950010381308,GasA,Fa,Y,SBrkr,1239.7613799445867,0,0,1239.8241792023582,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1973.0,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,9,2007,WD,Normal,174760.4815025379
829_1,60,RL,,28644.753878190888,Pave,NA,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,0.011687407239616488,TA,TA,PConc,TA,Gd,Gd,LwQ,245.59555137543856,ALQ,764,0.005653696351171457,1009.6012050717898,GasA,TA,Y,SBrkr,1161.8836051917428,966,0,2136.447292408904,0,1,2,1,3,1,TA,7,Min2,0,NA,Attchd,1967.0,Fin,2,538,TA,TA,Y,486,0,0,0,225,0,NA,NA,NA,0,6,2009,WD,Abnorml,184469.1585931037
895_1,90,RL,64.15913419076287,7021.898915675717,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.02546359116943335,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0,0.00031133985270063546,0.00031133985270063546,GasA,TA,Y,SBrkr,1541.3371502851826,0,0,1537.767579111245,0,0,2,0,4,2,TA,8,Typ,0,NA,Attchd,1979.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Alloca,118807.4205501565
1385_1,50,RL,60.08322616815146,9038.678046371748,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,WdShing,Wd Shng,None,0.04113031527632214,TA,TA,BrkTil,TA,TA,Mn,Rec,205.5364143339962,Unf,0,351.6800827978368,557.216497131833,GasA,TA,Y,SBrkr,700.1000218994079,560,0,1256.1420591784577,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1939.0,Unf,1,280,TA,TA,P,0,0,0,0,0,0,NA,MnPrv,NA,0,10,2009,WD,Normal,105326.16172614804
1025_1,20,RL,,15448.089507290091,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1976,1976,Hip,WdShake,Stone,HdBoard,None,0.046212656141004206,Gd,TA,CBlock,Gd,TA,Av,ALQ,1169.4753277468692,LwQ,400,0.0036518391106090883,1569.47897958598,GasA,TA,Y,SBrkr,2900.867422610512,0,0,2907.1128805683547,1,0,2,0,2,1,Gd,10,Typ,1,Gd,Attchd,1976.0,Fin,2,665,TA,TA,Y,0,72,174,0,0,0,NA,NA,NA,0,5,2008,COD,Abnorml,286881.88673216564
387_1,50,RL,58.14771753175659,8467.016785491362,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,None,0.0546430726087709,TA,Fa,PConc,TA,TA,No,Unf,0.0,Unf,0,651.4427050210526,651.4427050210526,GasA,TA,Y,SBrkr,658.5059487152132,526,0,1180.5917895144917,0,0,1,0,5,1,TA,8,Typ,0,NA,NA,,NA,0,0,NA,NA,N,0,151,0,0,0,0,NA,NA,NA,0,5,2006,WD,AdjLand,81661.23674789722
348_1,20,RL,,17671.89884500657,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,28.526410573164004,TA,TA,CBlock,TA,TA,No,BLQ,1266.2211956624185,Unf,0,212.14984227453618,1478.3710379369547,GasA,Ex,Y,FuseA,1471.8100068937479,0,0,1469.5122204953666,1,0,2,0,3,1,TA,6,Typ,2,Gd,Attchd,1960.0,Unf,2,498,TA,TA,Y,0,40,0,0,0,0,NA,NA,NA,0,12,2009,WD,Normal,156329.13032688762
190_3,120,RL,41.04056483102427,4925.098904521546,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2002,Gable,CompShg,CemntBd,CmentBd,None,0.020601043939124382,Gd,TA,PConc,Ex,TA,Av,GLQ,1147.6879334805628,Unf,0,444.42568578612423,1592.113619266687,GasA,Ex,Y,SBrkr,1600.0193855211305,0,0,1595.2327241983453,1,0,1,1,0,1,Ex,5,Typ,1,Gd,Attchd,2001.0,Fin,2,682,TA,TA,Y,0,120,0,0,224,0,NA,NA,NA,0,8,2008,WD,Normal,284895.0333533581
505_1,160,RL,23.877607127451757,2288.2446388116887,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,None,0.038929100480098365,TA,TA,CBlock,TA,TA,No,ALQ,252.12016418144904,Rec,495,100.5247275220422,847.6448917034912,GasA,TA,Y,SBrkr,857.6483678839987,467,0,1318.7857304736535,0,1,2,1,3,1,TA,6,Typ,1,Fa,Attchd,1974.0,Unf,2,440,TA,TA,Y,260,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,146322.49970446888
1215_1,85,RL,68.59844809610479,10298.411408309536,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,-0.020751885142459344,TA,TA,CBlock,TA,TA,Av,BLQ,778.4246323477797,Unf,0,142.60787106293674,921.0325034107165,GasA,TA,Y,SBrkr,997.6576829686263,0,0,999.7385304954292,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1962.0,Unf,1,300,TA,TA,Y,150,72,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,134185.60878163722
1393_2,85,RL,68.21889735053509,7873.950742378532,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,-0.03122778119587027,TA,TA,CBlock,TA,TA,Av,ALQ,770.8699831301753,Unf,0,94.34002343200882,865.2100065621842,GasA,TA,Y,SBrkr,899.1623651732501,0,0,899.2246018086054,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1967.0,RFn,1,288,TA,TA,Y,175,144,0,0,0,0,NA,MnWw,NA,0,12,2006,WD,Normal,123098.0718442087
1433_1,30,RL,60.030425546020865,10756.807152768406,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.02577331956379435,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,655.3979857819113,655.3979857819113,GasA,TA,Y,SBrkr,970.7145080916786,0,0,976.4877979459283,0,0,2,0,4,1,TA,5,Typ,0,NA,Detchd,1928.0,Unf,1,216,Fa,Fa,Y,0,0,0,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,64780.61976000475
824_1,50,RL,60.24143131097414,9937.982233356466,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.01869691301527872,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,770.0797010228605,770.0797010228605,GasA,TA,Y,SBrkr,946.6533434374454,545,0,1486.6040280326083,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1940.0,Unf,1,240,TA,TA,Y,335,0,0,0,0,0,NA,GdWo,NA,0,7,2009,WD,Normal,140145.16429330787
929_2,20,RL,,11914.672833816181,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,-0.006008581942034293,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,1748.1362562491347,1748.1362562491347,GasA,Ex,Y,SBrkr,1787.2992102309609,0,0,1781.353917910544,0,0,2,0,3,1,Ex,7,Typ,1,TA,Attchd,2001.0,RFn,2,522,TA,TA,Y,202,151,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,236614.05720961944
934_1,20,RL,63.27361116124049,8473.554734737716,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,213.27762460771018,Gd,TA,PConc,Gd,TA,Av,GLQ,21.286342148728707,Unf,0,1478.7822136994278,1500.0685558481564,GasA,Ex,Y,SBrkr,1498.0250576558133,0,0,1493.3875909161804,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2004.0,RFn,2,570,TA,TA,Y,192,36,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,189962.26474883323
1141_1,20,RL,59.591456425325745,7410.855123527091,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,None,0.03338699813186119,TA,TA,CBlock,TA,TA,Mn,ALQ,855.1865741847656,Unf,0,103.6471499531169,958.8337241378825,GasA,TA,Y,SBrkr,953.9308413145701,0,0,944.9935358944797,1,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1988.0,Unf,2,840,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2008,COD,Abnorml,139524.45104323747
134_1,20,RL,,6782.523712305127,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.2252707612202,Gd,TA,PConc,Ex,TA,No,GLQ,1013.492656439396,Unf,0,259.1398104307022,1272.6324668700981,GasA,Ex,Y,SBrkr,1299.5460917708804,0,0,1291.7942693437956,1,0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,2001.0,Fin,2,471,TA,TA,Y,192,25,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,221172.89392390344
58_1,60,RL,89.11242816322866,11649.143795275342,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.03203297007582388,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,857.6325816736108,857.6325816736108,GasA,Ex,Y,SBrkr,860.9667252433803,860,0,1712.413365095504,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2004.0,RFn,2,565,TA,TA,Y,0,70,0,0,0,0,NA,NA,NA,0,8,2006,WD,Normal,197537.45148568336
685_2,60,RL,57.89588348204351,16660.447628273887,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,29.781965777964025,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1201.8866143200823,1201.8866143200823,GasA,Gd,Y,SBrkr,1187.908390493773,644,0,1838.8223322908711,0,0,2,1,4,1,TA,7,Typ,0,NA,Attchd,1998.0,Fin,2,486,TA,TA,Y,0,81,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,220731.43443473932
672_1,70,RH,53.851127382854536,6627.928363077801,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,-0.004773845959606189,TA,Gd,BrkTil,TA,TA,No,BLQ,551.1663897693948,Unf,0,121.21746034972652,672.3838501191212,GasA,TA,N,SBrkr,694.7156208229306,672,0,1370.8389341925642,1,0,2,0,3,1,TA,6,Typ,0,NA,Detchd,1930.0,Unf,1,300,TA,TA,Y,147,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,103135.39177497635
173_2,160,RL,44.34410524573191,5310.035501336931,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0.01615621911218242,Gd,Gd,PConc,Gd,Gd,No,GLQ,494.4415730071124,Rec,215,348.90102990315853,1058.342602910271,GasA,Gd,Y,SBrkr,1056.923688923974,703,0,1768.5827948442384,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1987.0,RFn,2,504,Gd,TA,Y,441,35,0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,238170.53533875593
815_1,50,RL,44.86302042787629,8280.476448823352,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,None,0.004271085148029739,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,694.2679988235092,694.2679988235092,GasW,Gd,Y,SBrkr,683.6976710027707,564,0,1240.2961716563786,0,1,1,1,3,1,Fa,7,Typ,0,NA,Detchd,1955.0,Unf,1,280,TA,TA,P,207,0,96,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,116292.17222174631
1173_1,160,FV,34.6017351111274,4017.091965458323,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.016370953349303413,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,626.1336366800067,626.1336366800067,GasA,Ex,Y,SBrkr,621.8228327579855,625,0,1252.420539473963,0,0,2,1,2,1,Gd,5,Typ,0,NA,Detchd,2006.0,Fin,2,625,TA,TA,Y,0,54,0,0,0,0,NA,NA,NA,0,3,2008,WD,Normal,170927.56720906124
80_1,50,RM,60.04839977459276,10477.518096025176,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.01761804220070421,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,438.96062148060395,438.96062148060395,GasA,Gd,Y,SBrkr,681.124928692109,548,0,1235.9622664891635,0,0,1,1,2,1,TA,5,Typ,0,NA,Detchd,1966.0,Unf,2,440,TA,TA,Y,74,0,128,0,0,0,NA,MnPrv,NA,0,5,2009,WD,Normal,110585.94093250584
886_1,120,FV,49.823402007666225,5121.7949718935015,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,58.38374264688221,Gd,TA,PConc,Ex,TA,Av,GLQ,1242.6926307038316,Unf,0,461.54883236542656,1704.241463069258,GasA,Ex,Y,SBrkr,1711.455052712806,0,0,1708.2146093336125,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2,506,TA,TA,Y,97,65,0,0,0,0,NA,NA,NA,0,1,2008,CWD,Abnorml,330542.01495264686
1237_1,160,RL,35.53207457681477,2625.2605242177133,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,101.22160501103079,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,765.1603098338492,765.1603098338492,GasA,Ex,Y,SBrkr,764.8597636029664,862,0,1625.8743927761277,0,0,2,1,2,1,Gd,6,Typ,0,NA,BuiltIn,2003.0,RFn,2,474,TA,TA,Y,0,27,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,175803.16223953207
203_2,50,RL,50.268576447679955,6991.752370513409,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.006262098602434327,TA,Gd,BrkTil,Fa,TA,No,LwQ,624.4066807438579,Unf,0,0.006229195706134013,624.4129099395641,GasA,Gd,Y,SBrkr,863.823310391654,445,0,1315.3515190632938,0,0,2,0,2,1,TA,6,Min1,0,NA,Attchd,1924.0,Unf,1,398,TA,TA,Y,0,0,126,0,0,0,NA,NA,NA,0,5,2006,COD,Normal,110924.00385112596
764_3,60,RL,81.74867942162484,9414.541995322721,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,686.258000137048,Gd,TA,PConc,Gd,TA,Mn,GLQ,1159.9269661252108,Unf,0,89.60271210497011,1249.529678230181,GasA,Ex,Y,SBrkr,1270.2615891118223,1097,0,2364.359257330206,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999.0,RFn,3,856,TA,TA,Y,0,128,0,0,180,0,NA,NA,NA,0,7,2009,WD,Normal,335113.20731051516
1253_1,20,RL,61.98388391170099,9863.833987454747,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,-0.009491590078063121,TA,TA,CBlock,TA,TA,No,BLQ,522.1897708475602,Unf,0,357.3288340056534,879.5186048532137,GasA,TA,Y,SBrkr,871.4501449720963,0,0,877.4028782405494,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1968.0,RFn,1,288,TA,TA,Y,33,0,0,0,0,0,NA,GdWo,Shed,600,11,2009,WD,Normal,130019.09057603034
1251_2,20,RL,93.11315683082506,11174.119741804527,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.031453819814130146,Gd,TA,CBlock,TA,TA,No,ALQ,1071.187524575488,Unf,0,1036.066351268425,2107.253875843913,GasA,Ex,Y,SBrkr,2099.9116688385425,0,0,2098.175376675777,1,0,2,1,3,1,Ex,8,Typ,2,TA,Attchd,1968.0,Fin,2,522,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,244038.2045677938
1426_1,20,RL,80.19174251222445,10734.406602470319,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,HdBoard,HdBoard,Stone,242.81089548910563,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,1239.4230431614162,1239.4230431614162,GasA,Ex,Y,SBrkr,1254.1449708697546,0,0,1254.2323805223584,0,0,1,0,3,1,Gd,7,Typ,0,NA,Detchd,1960.0,Unf,2,528,TA,TA,Y,0,39,0,0,0,0,NA,NA,NA,0,10,2008,WD,Normal,143862.34788302824
47_2,50,RL,48.331346936236656,12766.799371202022,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.039570536540311896,Gd,TA,PConc,Ex,TA,No,GLQ,1357.8375137723706,Unf,0,82.10729634438738,1439.944810116758,GasA,Ex,Y,SBrkr,1509.7105782784313,631,0,2152.1282007624363,1,0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,2003.0,RFn,2,670,TA,TA,Y,168,43,0,0,198,0,NA,NA,NA,0,8,2009,WD,Abnorml,239252.57536578365
1257_4,20,RL,91.09256325939577,14325.979317250132,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,576.7246829031668,Gd,TA,PConc,Gd,TA,Gd,GLQ,1309.5668020008172,Unf,0,671.428215772659,1980.9950177734763,GasA,Ex,Y,SBrkr,1989.5349185388484,0,0,1993.1264265600823,1,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2,691,TA,TA,Y,262,36,0,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,301799.3189450083
1329_1,50,RM,59.70010422165094,10483.520284049617,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0007206195551052148,Gd,Gd,BrkTil,Gd,TA,No,LwQ,496.87199609158824,Unf,0,1016.9932010368859,1513.8651971284742,GasW,Ex,Y,SBrkr,1583.702050687549,1208,0,2801.3370493896477,0,0,2,0,5,1,TA,8,Mod,2,TA,Detchd,1920.0,Unf,2,520,Fa,TA,Y,0,547,0,0,480,0,NA,MnPrv,Shed,1150,6,2008,WD,Normal,255965.49166466994
1167_2,20,RL,64.14638950825156,10398.981212172466,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,75.69798721507567,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,1694.08584986522,1694.08584986522,GasA,Ex,Y,SBrkr,1695.2324979017544,0,0,1703.3973437081424,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2008.0,RFn,3,776,TA,TA,Y,160,33,0,0,0,0,NA,NA,NA,0,2,2010,WD,Normal,246446.59886564218
1439_3,20,RM,90.28141717661217,7341.90806233806,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,7,1957,1996,Gable,CompShg,MetalSd,MetalSd,None,-0.0560451425321594,TA,TA,CBlock,TA,TA,No,GLQ,602.6332894763826,Unf,0,309.43270957572605,912.0659990521087,GasA,TA,Y,FuseA,1238.0870011237114,0,0,1243.4550144254843,1,0,1,0,2,1,TA,6,Typ,0,NA,Attchd,1957.0,Unf,2,923,TA,TA,Y,0,158,158,0,0,0,NA,MnPrv,NA,0,4,2010,WD,Normal,150329.24933598074
1397_3,20,RL,,56942.15472706024,Pave,NA,IR1,Bnk,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.006487378482857941,TA,TA,CBlock,TA,TA,Av,BLQ,349.03600699164457,Rec,334,61.08684914193594,744.1228561335806,GasA,TA,Y,SBrkr,1687.1743618187265,0,0,1699.5941214635695,1,0,1,0,3,1,TA,7,Min1,2,TA,Detchd,1966.0,Unf,2,572,TA,TA,N,0,0,50,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,160753.37674969702
1283_2,20,RL,60.976970960376974,8814.17071794214,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,-0.012709766350654753,TA,TA,CBlock,Gd,TA,Mn,LwQ,525.3831486853328,Rec,144,366.8653341478225,1036.2484828331553,GasA,TA,Y,SBrkr,1035.2765528159928,0,0,1037.0628319794173,0,0,2,0,3,1,Gd,5,Typ,0,NA,Detchd,1977.0,Unf,2,484,TA,TA,Y,0,0,0,0,288,0,NA,NA,NA,0,9,2009,WD,Normal,150737.5937569828
656_2,160,RM,21.04202555248739,1697.5489920368113,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,379.2207035339262,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,526.1332084384735,526.1332084384735,GasA,TA,Y,SBrkr,522.7747223270136,567,0,1091.7525252908877,0,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1971.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2010,WD,Family,87823.27336485326
471_2,120,RL,,6803.378126885109,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.024815803761436977,Gd,TA,PConc,Gd,TA,Av,GLQ,368.44115690796934,BLQ,1120,0.030461383241793618,1488.4716182912111,GasA,TA,Y,SBrkr,1505.2377142930677,0,0,1499.0219045786023,1,0,1,1,1,1,Gd,4,Typ,0,NA,Attchd,1985.0,RFn,2,528,TA,TA,Y,0,54,0,0,140,0,NA,NA,NA,0,6,2010,WD,Normal,210837.95925492328
971_1,50,RL,59.90909120061434,10769.578326305531,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,-0.0029043848984614574,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,718.7458674458098,718.7458674458098,GasA,TA,N,FuseA,717.7341044808437,472,0,1204.3054238831141,0,0,1,1,4,1,TA,6,Typ,0,NA,NA,,NA,0,0,NA,NA,Y,0,0,0,0,0,0,NA,NA,NA,0,12,2006,WD,Abnorml,135167.24018177262
1036_1,20,RL,,11481.969585633786,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.028207317968642842,TA,Gd,Slab,NA,NA,NA,NA,0.0,NA,0,9.41690340541392e-06,9.41690340541392e-06,GasA,Ex,N,SBrkr,847.1762822999901,0,0,838.1715792623312,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1957.0,Unf,1,290,TA,TA,N,186,0,0,0,0,0,NA,NA,NA,0,1,2009,WD,Normal,84446.98036888803
1354_1,50,RL,55.63717971989116,14776.99099224708,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,606.5123909403177,Gd,TA,PConc,Gd,TA,Av,GLQ,821.4099051175479,Unf,0,1224.289418919755,2045.6993240373029,GasA,Ex,Y,SBrkr,2046.7337518986333,1185,0,3234.826493203883,1,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1996.0,Fin,3,666,TA,TA,Y,283,86,0,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,412136.80840106786
